URL,Title,Address,Description,Compensation,Employment Type
https://newyork.craigslist.org/mnh/egr/d/interior-designer/6522701289.html,Interior Designer,,"A Professional Architectural Firm providing design, architecture, and planning is currently seeking experienced Interior Designer to join our studio. Our firm has expanded its client base in Miami and is looking to build a solid team in New Yorck City to support the increased workload. As a Professional, your responsibilities will include preparing and coordinating design development and construction documents.

Company's work includes residential, commercial, and hospitality work, which will include both interior and ground up work. 

Qualified candidates must have:

Minimum 5 years of experience;
Ability to handle multiple tasks and projects simultaneously;
Proficiency in Revit is a plus;
Excellent communication skills;
Proficiency in AutoCAD/ Architectural Desktop;
Proficiency in MS Office, including Word, Excel and Outlook;
Proficiency in 3D Modeling Software - 3D Studio Max, Viz, Sketchup and/or Lumion a plus;

Portuguese is a Plus.",Salary is competitive based on experience.,full-time
https://newyork.craigslist.org/brk/egr/d/installation/6522583081.html,"Installation Coordinator,Assistant Project Manager and Estimators",Brooklyn,"We are looking for 
 Installation Coordinator (min 5 year experience of glass &aluminum or Facade, must be experienced in water proofing and exterior facade ,must have Osha 30 , able to understand drawings and blueprints), Efficient in excel, outlook and general knowledge of CAD, must have a valid licence
 Assistant Project Manager ((must have min 1 year construction experience or Facade ,must have Osha 30, knowledge of word,excel ,outlook CAD&MS Project) 
 Estimators.(must have min 1 year construction experience or Facade,knowledge of word,excel ,outlook,cad 


If you are interested . please send your resumes to :    feyza.hrlink@gmail.com , hrlinkjobs1@gmail.com
Thanks a lot",negotiable,full-time
https://newyork.craigslist.org/mnh/egr/d/chief-engineer-needed-asap/6523021151.html,CHIEF ENGINEER NEEDED - ASAP,BROOKLYN,"Looking for a chief engineer for a building complex.  An individual who can work independently within established procedures associated with the specific job function. 

3-5 years of related experience

Must be able to monitor and maintain mechanical cooling towers, boilers, BMS systems and low-pressure Cleaver Books boilers in buildings. 

Ensure that equipment is operating safely and within established limits.

Have knowledge of testing requirements for YS/NYC Mammoth Units Hydronic boilers BMS systems 

Conducts monitoring and failure analysis of meters, gauges and controls to determine the need for repair or replacement of parts. 

Performs preventative maintenance and document completed procedures.

Requires a high school diploma or its equivalent. 

Preferred but not required: Sprinkler and Stand pipe license, Fuel oil pumping license, refrigeration license and knowledge of FA systems. 

Starting salary: $75,000.00","$75,000.00 year, PTO days",full-time
https://newyork.craigslist.org/brk/egr/d/full-time-structural-engineer/6522977057.html,Full-Time Structural Engineer,,"Seeking a full-time structural engineer:
EOC-NY is a multifaceted, full-service engineering and consulting firm providing structural, architectural, and geotechnical services for an array of restoration and new construction applications. We are always looking for diverse, passionate, and talented individuals. We believe that an open and transparent office environment facilitates ingenuity and progress. New ideas are always welcomed.
At present, we are seeking a full-time structural engineer to take on a variety of tasks including developing calculation reports, drawings, & specifications, as well as performing field inspections. The position offers benefits, health insurance , bonus incentive and overtime rate for working over 40 hrs. a week.

Qualifications:
•	MS in civil with an emphasis in structural, and/or geotech
•	Strong command of fundamental structural engineering principles
•	Work experience related to historic restoration, building facades, and temporary structures.
•	Well organized and self-disciplined with good independent problem-solving skills
•	Excellent written and verbal communication skills
•	Knowledge of current design codes and standards 
•	Ability to work successfully in a collaborative team-oriented environment
•	Proficient in MS office and standard drafting software (Revit/AutoCAD)
•	Finite element analysis experience is required
•	Ability to prepare structural drawing sets for schematic, design development and construction phases of projects
•	A  min of 4 years of relevant work experience w/ FE certification is required
•	Ability to take advice and constructive criticism, as well as to offer it 

Hours & Location:
40 hrs. /week @ 128 32nd Street Suite 102, Brooklyn, NY 11232

Compensation: 
Salary based on experience",Based on Experience,full-time
https://newyork.craigslist.org/mnh/egr/d/revit-modeler-cad-drafter/6523096970.html,REVIT MODELER/CAD Drafter & Administrative,Midtown West,"For almost 50 years Ettinger Engineering Associates, a premier MEP/FP consulting engineering firm has been partnering with select developers, architects, institutions and municipal agencies to provide exceptional building design and application services. Currently we have an opportunity for a REVIT MODELER/ CAD Drafter with administrative experience to support our CAD and REVIT management.

You will work closely with Senior Engineers to develop Engineering projects utilizing REVIT and CAD software to model and draw MEP contract documents suitable for distribution to clients. You will also have an administrative role in the CAD/REVIT department to help streamline projects.

Minimum of 2-5 years of project experience in REVIT and CAD for MEP building systems.  Must be able to read architectural drawings. Ability to create entire building package desirable. Some administrative experience or fabulous organizational skills and willingness needed.

Candidates experienced in Plumbing and Sprinkler design strongly preferred.

Come join Ettinger Engineering and work in a growing, fast-paced, open/friendly environment where there is growth potential and your contributions are always recognized.

Send resume with minimum salary requirements.
Label resume file with your full name. 

Candidates must be authorized to work in USA

Visit our website at:


Read about our Company Culture at:


EOE
NO PHONE CALLS",TOP DOLLAR OFFERED,full-time
https://newyork.craigslist.org/mnh/egr/d/plumbing-engineer/6522912825.html,PLUMBING ENGINEER,Upper West Side,"PLUMBING ENGINEER POSITION:

Established NYC/NJ based Engineering Consulting Firm is looking for an experienced Plumbing Engineer.
Ideal candidate will be self motivated and results driven with 7+ years of experience. Candidate will be responsible for designing plumbing & sprinkler systems, hydraulic calculations and site visits. Experience with AutoCAD and hydraulic calculations tools required. Candidates should be familiar with NY and NJ building codes.
Bachelor's degree in Engineering preferred but not required.  
Proficiency with Auto Cad and knowledge of NYC and NJ building codes required. 



For immediate consideration, please email your resume, salary requirements and any other relevant information to the email within the reply box of this posting. 


Be assured that all your information will be treated with the utmost discretion and will remain completely confidential.","Very competitive, commensurate with experience plus discretionary bonus up to 10K and additional medical and vacation benefits.",full-time
https://newyork.craigslist.org/mnh/egr/d/nyc-diamond-district/6523150040.html,NYC DIAMOND DISTRICT (Marketing Team NEEDED),Midtown,"Graphic Designer / Video Editor / Blogger 
NYC Diamond District, a Diamond/Gem Manufacturing company is seeking a creative, enthusiastic and motivated Graphic Designer, Video Editor and a Blogger interested in joining our in-house creative team. 

A qualified candidate must have a strong awareness of current trends in the e-commerce consumer marketplace and ideas about how to translate those trends into a coherent design strategy.

Graphic Designer must have experience with Photoshop, Illustrator, inDesign  
Video Editor must have experience with Premier or Final Cut Pro, Filming Jewelry  
Blogger must have experience in comprehensive writing, all Social Media 

Must be able to multitask, prioritize, organize and support a fast-thinking entrepreneurial enterprise which can at any one time, have a dozen projects to tackle. (This is a job for a focused, fast-thinking and quick-to-act person.)

Represent the whole Diamond and Gem industry through the internet.

Please email resume with a link of your previous work to get an interview as quick as possible. 








Responsibilities: 
Designing and developing email/e-newsletter marketing materials for use on multiple websites and within some email blasts;
Providing visual assets for user interfaces;
Working with marketing managers to identify which creatives will perform the highest click rates; 
Creating branding through web-design

Qualifications: 
STRONG knowledge of HTML (and professional work experience using it)******
Strong knowledge of CSS, Javascript, Adobe Photoshop, Dreamweaver*, Illustrator
Web development experience a PLUS
Excellent knowledge of front-end web development - XHTML, HTML5, CSS, JavaScript, and JavaScript-based libraries
Experience with back-end web development - PHP, PHP frameworks, MySQL, PHP, XML, and other modern web technologies, protocols, and services
Ability to write code that is clear, well-commented, free of errors and easy to maintain
Debug and troubleshoot layout and scripting issues across a variety of browsers in pc, mobile and tablet.
Ability to adapt quickly to changing priorities;
Solid time-management skills;
Effective communications skills;
Must be a self-starter with the ability to manage a project independently 

IMPORTANT -- PLEASE READ 

If you do not answer the questions below in your response you will not be considered for the position. 
1. Are you qualified to work in the USA, without sponsorship?
2. What are your minimum salary requirements? 
3. When can you start? 
4. Please send a recent photo & resume, cover letter, portfolio (with relevant design work) & hyperlink to your LinkedIn profile.


This is ONLY for applicants looking for FULL-TIME Employment. 

All candidates will be given thorough criminal and financial background checks. Please do not apply if you cannot pass such checks.",call for more info,full-time
https://newyork.craigslist.org/brk/egr/d/class-2-filing-rep-for-nyc/6523074869.html,Class 2 Filing rep. For NYC dept. Of buildings,Brooklyn,"Architectural Design and expediting Firm is seeking a project manager with project management experience preferably in related background. Capable of leading, managing and directing the work of multiple projects and Be responsible as You will be autonomous and be able to work without constant supervision.

The position is responsible for overall project management function including project coordination, scheduling, and resource management, etc. as well as ensuring the quality of the project deliverables is in accordance to the firms standards.

 Core Duties and Responsibilities:
 Administrative
 Perform data entry & database 
 Maintain records for various type
 Work closely with design managers and designers in establishing the project schedule and milestones
 Monitor project schedule and scope of work
 Ensure all required information for project design and planning is obtained
 Project coordination with clients, consultants and contractors
 Update Principal on project status and identify/forecast any critical problems

 Qualifications and Skills:
 Knowledge of construction materials, methods, standards and building codes,   Professional degree in Architecture preferred
 Ability to work effectively within a collaborative team environment
 Ability to consistently meet deadlines and deliver
 Strong organization skills and attention to detail
 Leadership skills to motivate team
 CAD proficiency preferred
 Be able to grow in an entrepreneurial environment; be proactive, flexible, and willing to stretch. Opportunity for advancement based on productivity.

 The ideal candidates for this position shall be highly motivated individuals who are team leaders with strong organizational and communication skills, both written and verbal. Ideal candidates will have a professional demeanor and the ability to multi task and work in a fast paced environment. Applicants must be proficient in MS Word, Excel, Project, working knowledge of AutoCAD is a plus but not a must. 

 Please submit a brief description of your qualifications in the email body and attach a resume in PDF or word format, as well as Starting salary requirements.


Please do not submit a resume if you don't currently live in proximity of job location offered and hold an active Class 2 filing rep license.",75K-100K,full-time
https://newyork.craigslist.org/brk/egr/d/drafting-site-surveying/6523077131.html,Drafting - site surveying,,"Architectural/expediting firm is seeking a freelance qualified individual to make all site inspection to take off the existing conditions floor plans, sections, elevations and draw them up in auto cad in order to prepare constructions documents, and follow up during and after construction to adjust as built conditions.

This is not a permanent in house offer and will pay per job based on scope of work.

Qualified individual should have prior expertise and knowledge of drawings and blueprints, and should be able to express detailed work where necessary in detail, and must be organized and flexible to meet schedules on demand.

Please submit resume and sample of your  CAD work 

This is a great opportunity for someone who can manage to work as an independent, we are turning around over 200 jobs per year,",TBD,employee's choice
https://newyork.craigslist.org/fct/egr/d/designer-architecture-firm/6523421331.html,Designer-Architecture Firm,Fairfield County,"Architecture firm located in Fairfield County is looking for a talented designer with 15 years of experience who is expertly skilled at hand drawing and computer modeling for high end custom residential homes. Competitive salary and benefits.  Please email resume, portfolio and cover letter with salary requirements.  Resumes submitted without a cover letter, portfolio and salary requirements will not be considered.",competitive,full-time
https://newyork.craigslist.org/brk/egr/d/autocad-operator/6523805629.html,AutoCAD Operator,"Greenpoint, Brooklyn","Well-established Brooklyn company looking for an experienced AutoCAD Operator for jobs in the NYC Metro area. Company is located in Greenpoint, Brooklyn.  This constantly busy business is looking to fill the position immediately.

Needs to have knowledge of Mechanical Drawings. Benefits included

Please email resume to aletaind@aol.com. Give a little of personal and contact info.  This is a full time position",DOE,full-time
https://newyork.craigslist.org/que/egr/d/project-manager/6522112261.html,Project Manager,Ridgewood,"Project Manager

Company specialzing in exterior restoration is looking for a Project Manager to coordinate and supervise on construction projects on a daily basis. You will be responsible for budget management, organization, quality control, implemantation, scheduling projects, staf management and collaboration with architects. At least 5 years experience in exterior restoration and compliance with building and safety codes. Candidates must have great technical, time-management, leadership and communication skills. Benefits good salary and company car for business and personal use offered.",TBD,full-time
https://newyork.craigslist.org/mnh/egr/d/sr-jr-auto-cad-drafter/6524154680.html,SR & JR AUTO CAD DRAFTER 建筑师事务所,FLUSHING,"法拉盛一建筑师事务所聘请 SENIOR & JUNIOR AUTO CAD 绘图员, 需有建筑绘图经验, 懂中英文话. Experience ​with​​ plumbing, sprinklers​ & mechanical a plus but not a main requirement . 有意者请将你的简历传真或 e-mail : INFO@LNCARCH.COM or Fax:718-228-7601",DEPENDING ON EXPERIENCE,full-time
https://newyork.craigslist.org/brk/egr/d/interior-designer-drafter/6523608062.html,Interior Designer / drafter,Brooklyn,"Prestige Store Display is an established Company for Custom Millwork design & Fabrication of Wood Store Displays and Commercial Interiors, seeking for an experience Designer with 2 + years of relevant experience Designing Retail & Commercial. In this role, you will be responsible for working on projects from start to finish in a timely and cost effective manner, Create 2D details, 3D details and renderings necessary and/or requested.

Responsibilities .

Take field measurements.
Create 2D & 3D drawings/design for custom millwork including sections, measurement and all necessary details.
Provide 3-D rendering as directed.
Identify technical problems, provide practical solutions and cost reduction ideas appropriate to the size and complexity of projects.
Provide detailed Shop drawings with accurate and clearly labeled measurements, materials & finishes specifications.
meeting & Communicate with clients as needed.
Review all construction documentation and shop drawings.
Qualifications.

2+ years experience in millwork CAD drafting.
Proficient in AutoCAD, AutoCad 3D a plus.
3D Modeling Software.
Ability to manage multiple projects at the same time.
Working knowledge of millwork fabrication and design standards are required.
Knowledge of a variety of construction and finish materials including woods, laminates, metals, plastics, fabrics and glass.
Must have good communication skills, both written and verbal.
Excellent attention to technical details.
To be successful in this role, you must be a flexible person with a strong entrepreneurial mindset, an impeccable eye for design detail.

Please respond with your resume and design portfolio",Salary is competitive based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/office-financial-coordinator/6524254675.html,Office & Financial Coordinator needed for high-end design studio,Chelsea,"Small architecture & interior design firm located in Chelsea seeks a skilled full-time Office Manager & Bookkeeper. 

The role consists of overseeing and leading office duties, bookkeeping and executive assistant to principal. 

Office Manager/Executive Assistant duties:
-  Leading all office related tasks - fmanaging supplies, office standards & procedures, setting up & training new employees, etc
-  Coordinating with outside IT consultant on tech items
-  Managing HR - setting yearly calendar, overseeing time off for staff, etc
-  Managing calendar and appointments for Principal
-  Fielding calls for new business and assisting Principal on client proposals
-  Assisting Principal on marketing efforts

Bookkeeping tasks:
-  Processing and overseeing all furniture quotes, proposals, invoices and payments through Studio IT
-  Generating and overseeing monthly billing and invoicing through Studio IT
-  Reconciling bank statements and credit cards
-  Reconciling furniture & decorative purchases for clients
-  Overseeing payroll, health insurance & employee benefits
-  Overseeing employee time sheets 
-  Coordinating with accountant on sales taxes, year end, etc
-  Overseeing business insurances and policies with outside consultant
-  Creating monthly reports and projections

The ideal applicant needs to possess the following skills:
-  Past experience in a high-end residential office with all experience of the FF&E purchasing process 
-  Proficiency with Microsoft Office Suite 
-  MUST have experience and full knowledge of Studio IT software for creating proposals and bookkeeping 
-  Applicants should be able to work independently and self-starter
-  Thrive on multi-tasking and problem-solving

If you feel you meet the above qualifications and would like to be considered for the position, please email your cover letter and resume.",based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/energy-engineer-senior/6524301714.html,"Energy Engineer, Senior",Battery Park,"We are an independent professional energy engineering consulting and project development company specializing in energy audits, retro-commissioning, energy procurement, design development and implementation of energy conservation projects.  This includes traditional HVAC mechanical projects and renewable energy technologies such as solar and wind. 

Responsibilities
Perform energy audits and retro-commissioning studies of various facilities including higher education, commercial, healthcare, industrial, and municipalities 
Conduct field testing related to retro-commissioning studies including testing of boilers, steam systems, chillers, pumps and HVAC systems. 
Identify energy conservation projects that include both capital and operational measures 
Perform energy use benchmarks (Energy Star) 
Identify greenhouse gas reduction opportunities 
Perform calculations of energy savings 
Prepare project implementation cost estimates 
Prepare technical reports and presentations 
Applicable Experience:

BS in engineering, PE and/or CEM a plus 
Experience in conducting energy audits and project feasibility studies 
Experience in performing energy load profile analysis and the use of energy benchmarking tools 
Working knowledge of HVAC systems and facility utility systems (steam, chilled water, etc) 
Working knowledge of distributed generation and cogeneration 
Energy project experience: screening, development and implementation 
A willingness to learn and work in a team environment with extensive contact with clients 
Energy modeling experience is desirable but not required (DOE-2, HAP, E-Quest)
Salary Range:  

Commensurate with experience",$100-$135K+,full-time
https://newyork.craigslist.org/mnh/egr/d/freelance-mep-engineer/6524162450.html,Freelance MEP Engineer,Midtown,"Company: New York Engineers  		
Position: Freelance Mechanical, Electrical, Plumbing  Survey Engineers
Location:  NYC                                              


Company Description: 
 
New York Engineers is the most innovative MEP Engineering firm on the planet.  We are recognized as an Inc 5000 fastest growing company in the US.  Our mission is to deliver 10,000 drama-free construction projects nationwide by 2027.   To do this we have an outstanding digital presence.  We have a global delivery system capable of producing designs produced quickly and affordably.  Our clients are the top Architects and Real Estate developers. 
 
 
Mission of the Position 
 
Your mission is to work as Freelance Consultants for the trades Mechanical, Electrical and Plumbing. You can be experienced in either one or all three. You would be responsible for surveying and inspection of sites, meeting clients. You will build relationships with top Architects and Real Estate Developers.  You will have a massive impact disrupting an old MEP industry.  You will grow professionally and personally leading the team in your image, being empowered to perform. Enjoy the freedom to work from home.
 
Key Criteria / Requirements 

Ability to survey MEP systems during normal business hours.
You have 5-10 years of experience in the NYC MEP engineering industry, in surveying and inspection. 
Experienced in Autocad. 
P.E not necessary
Excellent Communication skills.
Willingness to travel in NYC metro area to survey sites .
Perform Peer reviews of MEP designs.
Able to markup drawings clearly. 


Reply with your resume and hourly rate.",40$ to 60$ per hour,employee's choice
https://newyork.craigslist.org/mnh/egr/d/construction-manager-energy/6524345704.html,Construction Manager (Energy Retrofit Projects),Midtown,"CONSTRUCTION PROJECT MANAGER - NYC
Energy Retrofit Projects

We work with owners and developers to identify, design, and implement custom energy and water solutions on a wide variety of systems. 

The primary function of this position is to manage the design and construction of innovative multi-family and commercial energy and water efficiency retrofits in the NYC area. The position requires experience in construction management of existing buildings, preferably focused on common multi-family systems such as (but not limited to) heating plants, domestic hot water plants, cogeneration, lighting, ventilation and envelope retrofits. The project manager will take the lead on all aspects of project management, including all client communication, scheduling, document control, managing vendor/subcontractor relationships, budgeting, construction oversight, commissioning, and project close-out.

Responsibilities
Manage the design and installation of existing building retrofit projects ranging from
$75,000 to $3,000,000
Coordinate the construction of multiple projects simultaneously
Manage diverse details from construction means and methods to contract language and legal protection.
Support the design team in the creation of multidisciplinary engineering designs and construction documents (plans, specifications, and estimates) necessary to direct the construction contractors
Establish and maintain relationships with equipment vendors and installation contractors
Review and process submittals, RFI's, and shop drawings
Act as the direct point of contact in communication with clients and stakeholders
Lead construction progress meetings with all parties and maintain a project issues log
Create and manage construction schedules
Maintain complicated schedules, develop project timelines, and manage people and materials to complete jobs on schedule and within budget guidelines
Provide technical support during construction, startup, testing, system commissioning, and performance monitoring
Coordinate filings, permits and construction inspections
Generate project punch-list and close-out documentation and oversee project final completion
Monitor recently completed projects and troubleshoot issues that arise

Qualifications:
To perform this job successfully, an individual must be able to perform each essential duty satisfactorily. The requirements listed below are representative of the knowledge, skill, and/or ability required. Reasonable accommodations may be made to enable individuals with disabilities to perform the essential functions.

Ability to communicate orally and in writing with key stakeholders, including property management companies and building management staff, in order to exchange information, explain the project, ensure understanding of programs, and to coordinate compliance efforts
Extensive experience successfully managing construction projects on existing buildings
Excellent organizational skills
Knowledge of building systems, construction best practices, and sustainable design
Knowledge of building code, incentive program rules and regulations and compliance requirements.
Fluency in reviewing and understanding architectural, mechanical, and electrical plans and specifications
Experience with systems commissioning, cost estimating, CAD, load/sizing calculations, and equipment selections are preferred, but not required.

Education/Experience:
Bachelor's degree (B.S.) or equivalent in the field of Energy Management, Construction Management, Architecture or Engineering from an accredited four year college or university and a minimum of 3-5 years of experience managing construction projects.",$75-$100K,full-time
https://newyork.craigslist.org/mnh/egr/d/energy-engineer-senior/6524319241.html,"Energy Engineer, Senior",Midtown,"Lead Energy Modeler / Group Leader 

5-7+ years' experience in modeling, with eQuest REQUIRED 
Knowledge of DOE-2.1. TRANE/TRACE 
Perform energy modeling, THERM, CFD, WUFI. 
Experience has to be for high-rise residential or commercial buildings. We do more complex modeling. 
Experience with typical audits for existing residential buildings (where there may be a boiler to upgrade, some windows to change) is not useful for what we need.
Commensurate with experience 

Benefits: medical, 401k, PTO",$75-$100K,full-time
https://newyork.craigslist.org/mnh/egr/d/commissioning-engineer/6524392344.html,Commissioning Engineer,Midtown,"2-5+ years of experience  

Responsibilities
The Commissioning Engineer executes building commissioning and retro-commissioning tasks on projects and assists the design team to meet project goals. Responsibilities include:

• Commissioning of HVAC and Process piping systems for commercial and industrial projects.
• Coordination for close out, including testing & balancing, controls, start-up and commissioning.
• Document control, functionality verification, equipment testing and creation of checklists/punch lists. 
The candidate's experience should include experience working with systems such as steam, compressed air, chilled water, HVAC, plumbing, automation systems and process piping in the construction and commissioning of large projects of varying complexity; federal installations and specifically total facilities commissioning experience preferred. In depth knowledge of the building design and construction industry with expertise in the building commissioning process is essential. Technical knowledge of HVAC and building systems in order to evaluate and test the performance of these systems is also critical. 

Requirements
Bachelor of Science Degree in Mechanical Engineering related field.  
A minimum 2-5 years of hands on systems commissioning experience for facilities construction projects 
Must possess a thorough knowledge of commissioning MEP Systems 
Excellent written and oral communications skills  
A familiarity of industry practices and regulations 
Certified commissioning professional preferred.",$75-$100K,full-time
https://newyork.craigslist.org/mnh/egr/d/mechanical-engineer-senior/6524378856.html,"Mechanical Engineer, Senior",Midtown,"Sr. Mechanical Engineer PE

10 to 15 years of experience (mostly in NYC preferred). 
NY State PE license preferred 
Very familiar with NYC codes and design requirements. 
Looking for someone with mechanical, plumbing and hopefully sprinkler experience as well. 
Familiar with full gut renovation projects as well as retro fit projects. 
Can lead a group of 2 more junior engineers. 
Experience overseeing the project after completion of the design drawings.",$100-$135K+,full-time
https://newyork.craigslist.org/que/egr/d/cad-drafters-for-structural/6524460414.html,CAD Drafters for Structural Engineering Firm,LIC,"Structural engineering firm in Long Island City, Queens has an immediate opening for a full-time CAD operator. There is plenty of opportunity for advancement at this fast-growing engineering firm. 

Requirements:
•	2+ years in AutoCAD experience
•	Proficiency in AutoCAD or higher

Duties and Responsibilities:
•	Create detailed, accurate construction documents for structural engineering projects (commercial and residential)
•	Work with principal engineer to make corrections to the drawings under tight deadlines

To apply, please send resume in PDF format and email your salary requirements.
You must be authorized to work in the U.S.",based on experience,full-time
https://newyork.craigslist.org/mnh/egr/d/kitchen-designer-acad/6524542749.html,Kitchen Designer (ACAD),Manhattan,"My company is looking for a solid intermediate level designer to work in a Hi-End kitchen design studio in NYC. The position is FULL-TIME.

INTERMEDIATE with 2+ years min. experience - Solid Acad skills; Good design skills. Potential for client interaction.

- Reviewing confirmation exp. required
- Knowledge of appliance required
- Sales exp. a plus
- On-site installation exp. a plus
- Work with clients
- Proficient in English (Italian a plus)
- Excellent Autocad skills

If this is of interest to you please respond and we can arrange an interview. Work can start immediately.

Please respond with salary requirement for FULL-TIME. Also and RESUME and portfolio if available in PDF.

SKILLS:
* Acad - Expert skills
* Excel - Good skills
* PhotoShop - a plus",Commensurate with experience level,employee's choice
https://newyork.craigslist.org/lgi/egr/d/architectural-draftsperson-to/6524573792.html,Architectural Draftsperson to Project Manager,"Huntington Station, LI","SBLM Long Island branch office of NYC based Architectural firm seeks motivated and talented staff for several positions ranging from Architectural Draftsperson to Project Manager.

Requirements:
•	BA Arch or BS Arch degree required
•	AutoCAD required (basic test at interview) Revit a plus
•	Experience in retail, Educational and Healthcare project types a plus
•	Excellent communication skills with ability to work well under deadlines

Compensation and Benefits:
Salary commensurate with experience and position
Benefits include medical, dental, 401k Retirement Plan, Long Term Disability and flexible spending plan.",commensurate with experience and position,full-time
https://newyork.craigslist.org/que/egr/d/project-architect/6524581193.html,Project Architect / Professional Engineer (Full Time),Sheepshead Bay,"A full service real estate design, development and management firm is seeking a full time in-house Project Architect / Engineer that is experienced in Commercial and Residential Real Estate (Hospitality space a bonus - e.g. hotel, restaurants, etc.). Potential candidates must have at least ten (10) years of professional architectural experience in NEW YORK. 

The ideal candidate will work on, amongst other projects, a very interesting and special project: a boutique transient hotel and spa within a property that has exterior landmark status (Brooklyn). 

Responsibilities will include, but not limited to:

1) Design development and detailing,
2) Zoning and Project analysis,
3) Producing construction documents, 
4) Project coordination and supervision,
5) Liaison between us and our outside professional teams (e.g. architects, engineers & consultants).

Knowledge of New York code is a MUST. 

PLEASE DO NOT APPLY IF YOU ARE NOT QUALIFIED!

This is a full-time position. Please forward your resume and samples of work/portfolio (in .pdf format). 
All Applicants Must Be Qualified for U.S. Employment. 

Equal opportunity employer.

Show me that you are detailed oriented; please reply to this post by inserting ""BK Professional"" in the subject line.",Commensurate with experience; competitive,full-time
https://newyork.craigslist.org/mnh/egr/d/mechanical-design-engineer/6524375537.html,Mechanical Design Engineer,Midtown,"Mechanical Design Engineer - NYC

We are an established full service architectural and engineering firm that specializes in facade restoration, exterior rehabilitation, historic preservation, interior alterations and mechanical, electrical and plumbing design with 30 plus years of experience serving the New York City Greater Area. 

Our firm is expanding and seeking highly motivated, proactive candidates for the position of an MEP Project Associate. 

Salary and benefits are commensurate with experience.  The firm offers competitive salaries, pension plan, health insurance and paid vacation.

For this position we are seeking 3-5 years of experience in MEP Design & Mechanical Engineering; Plus but not required- EIT, REVIT, commissioning, HVAC controls  

SKILLS
BS in Mechanical Engineering or Electrical Engineering.
Engineer In Training - (EIT); 
3 to 5 years engineering design experience in NYC.
Experience with MEP System, HVAC/Mechanical designs, Electrical Service/Switchgear and Plumbing Drawings/Design, commissioning (Local 87) experience.
Experience with fire protection design and computer generated hydraulic calculations.
Experience Performing ASHRAE Level 2 Energy Audits (NYC Local Law 87).
Experience with NYC 1968 and 2008 codes; NYC Energy Code; performing code research.
AutoCAD 2-D drafting skills.",$75-$100K,full-time
https://newyork.craigslist.org/brk/egr/d/construction-superintendent/6524383432.html,construction superintendent & project manager,nyc areas,"General Contractor seeks the following unique individual(s) with experience in commercial and residential interiors for immediate hire.

Construction Super must have past experience:
- excellent ability to read plans, elevations, sections and specifications 
-Know how to have command and effectively run a job site ( commercial and residential reno's) 
-really know how to coordinate subs and in house workmen as to maximize the -potential of our employees as well as our subs
-do layouts accurately and think in three dimensions
-prepare and maintain schedules and daily logs 
-hold meeting with architects and owner's rep
-strong communication skills 
-properly delegate work loads to employees and subs
- computer and internet savvy
- Carpentry Experience as plus -- not mandatory
-Work required hours to satisfy the project schedule and jobsite job demands (take the responsibility of the job as a personal responsibility)
-  Education in Architecture or Engineering a plus
- Clean Driver's License

Project Manager with non union estimating experience and projects
- anchor the work flow in a small office from estimate through completion
- prepare look ahead and ms project schedules and meeting minutes
- write scopes, proposals and change orders 
- attend pre-bid walk-through and job meetings
- strong written and verbal skills
- order long lead items 
-strong follow up skills and be proactive 
- prepare client reports and closeouts
-  Education in Architecture or Engineering a plus

For both positions -- please don't waste my time and your yours if you do not fit the qualifications.



Send salary requirements with resume",commensurate with experience,full-time
https://newyork.craigslist.org/mnh/egr/d/plan-review-manager/6524672427.html,Plan Review Manager,New York,"If you are bold. If you are willing to be original and take risks. If you want to make a difference by improving our infrastructure, then you should be an AV-ator! Alta Vista Solutions nurtures its AV-ators to perform as leaders in our industry, providing innovative engineering solutions and embracing our clients' challenges as our own. Our mission is to Do Right and give back, while providing a great place to work for our professionals who provide solutions for some of the country's biggest and most complex infrastructure projects. If you want to make an impact; if you want to solve problems; if you want to have fun while learning and growing; then join Alta Vista and become an AV-ator.

Position Summary:
Alta Vista Solutions is seeking an organized, detail-oriented construction professional in and around New York City. The Plan Review Manager is primarily responsible for plan review and oversight of tenant buildouts in the MTA leased portfolio.

Key Responsibilities:
•	Provide assistance to the Director of Construction with oversight of all construction, operational and facility-related activities including RFP development, lease execution, design & plan approval, contractor & vendor management, NYS & NYC permit procurement, inspection coordination and certification for occupancy;
•	Oversee tenant plan submission and review submitted documents for form and compliance with MTA submittal requirements.
•	Attend biweekly Tenant Design & Construction Coordination meeting with MTA's AD of Tenant Management and Director of Real Estate to provide project updates and strategize on tenant operational and coordination issues;
•	Develop and implement custom methodologies and reporting techniques to ensure organized tracking of project status and KPI's from inception through completion;
•	Interact directly with all project stakeholders including architects, contractors, MTA Real Estate Managers, owners representatives and tenants to proactively resolve and troubleshoot field issues;
•	Assist in the negotiation of service contracts, bid leveling and vendor selection for general property
•	Draft correspondence related to document edits and construction schedules

Minimum Qualifications:
•	Bachelor's degree in business administration, construction management, architecture, engineering, or a related field.  
•	Minimum 2 years' experience required
•	Familiar with and able to read construction plans.
•	Excellent verbal and written communication skills.
•	Field oversight experience a plus.

Other Duties:
Please note this job description is not designed to cover or contain a comprehensive listing of activities, duties, or responsibilities that are required of the employee for this job. Duties, responsibilities, and activities may change at any time with or without notice.",DOE,full-time
